"MSSubClass","MSZoning","LotArea","Street","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageCars","GarageArea","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SaleType","SaleCondition","BasementSF","OneandTwoFloorSF","FrontSF","BasementBath","Bath","Age","YrOfRemodel","HighQualSF","TotalArea","LogPrice"
60,"RL",13869,"Pave","IR2","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,6,1997,1997,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Av","GLQ",182,"Unf",0,612,794,"GasA","Gd","Y","SBrkr",794,676,0,1470,0,1,2,0,3,1,"TA",6,"Typ",0,2,388,"Y",0,75,0,0,0,0,0,7,2007,"WD","Normal",182,1470,75,0.5,2,10,10,2115,16596,12.083905011556
50,"RM",6240,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",6,6,1934,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,816,816,"GasA","TA","Y","SBrkr",816,0,360,1176,0,0,1,0,3,1,"TA",6,"Typ",1,2,528,"Y",112,0,0,0,0,0,400,9,2006,"WD","Normal",0,816,112,0,1,72,56,1816,8872,11.6483301019764
90,"RM",8472,"Grvl","IR2","Bnk","AllPub","Corner","Mod","IDOTRR","RRNn","Norm","Duplex","1Story",5,5,1963,1963,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Fa","TA","CBlock","Gd","TA","Gd","LwQ",104,"GLQ",712,0,816,"GasA","TA","N","SBrkr",816,0,0,816,1,0,1,0,2,1,"TA",5,"Typ",0,2,516,"Y",106,0,0,0,0,0,0,5,2010,"WD","Normal",816,816,106,1,1,47,47,2254,10726,11.6082356447746
20,"RL",50271,"Pave","IR1","Low","AllPub","Inside","Gtl","Veenker","Norm","Norm","1Fam","1Story",9,5,1981,1987,"Gable","WdShngl","WdShing","Wd Shng","None",0,"Gd","TA","CBlock","Ex","TA","Gd","GLQ",1810,"Unf",0,32,1842,"GasA","Gd","Y","SBrkr",1842,0,0,1842,2,0,0,1,0,1,"Gd",5,"Typ",1,3,894,"Y",857,72,0,0,0,0,0,11,2006,"WD","Normal",1810,1842,929,2,0.5,25,19,5475,55778,12.8609986132699
80,"RL",7134,"Pave","Reg","Bnk","AllPub","Inside","Mod","NAmes","Norm","Norm","1Fam","SLvl",5,5,1955,1955,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",384,"Unf",0,0,384,"GasA","TA","Y","SBrkr",1360,0,0,1360,0,0,1,0,3,1,"TA",6,"Min1",1,2,572,"Y",0,50,0,0,0,0,0,2,2007,"WD","Normal",384,1360,50,0,1,52,52,2366,9500,11.7752897294377
20,"RL",10175,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1964,1964,"Gable","CompShg","HdBoard","Plywood","BrkFace",272,"TA","TA","CBlock","TA","TA","No","BLQ",490,"Unf",0,935,1425,"GasA","Gd","Y","SBrkr",1425,0,0,1425,0,0,2,0,3,1,"TA",7,"Typ",1,2,576,"Y",0,0,0,407,0,0,0,7,2008,"WD","Normal",490,1425,0,0,2,44,44,2491,14280,12.1034860567551
160,"FV",2645,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","Twnhs","2Story",8,5,1999,2000,"Gable","CompShg","MetalSd","MetalSd","BrkFace",456,"Gd","TA","PConc","Gd","TA","No","GLQ",649,"Unf",0,321,970,"GasA","Ex","Y","SBrkr",983,756,0,1739,1,0,2,1,3,1,"Gd",7,"Typ",0,2,480,"Y",115,0,0,0,0,0,0,8,2009,"WD","Abnorml",649,1739,115,1,2.5,10,9,2983,6405,12.0581525154536
60,"RL",11645,"Pave","IR1","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,860,860,"GasA","Ex","Y","SBrkr",860,860,0,1720,0,0,2,1,3,1,"Gd",7,"Typ",0,2,565,"Y",0,70,0,0,0,0,0,8,2006,"WD","Normal",0,1720,70,0,2.5,2,2,2355,14860,12.1884177102915
60,"RL",13682,"Pave","IR2","HLS","AllPub","CulDSac","Gtl","StoneBr","Norm","Norm","1Fam","2Story",10,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",1031,"Ex","TA","PConc","Ex","TA","Gd","Unf",0,"Unf",0,1410,1410,"GasA","Ex","Y","SBrkr",1426,1519,0,2945,0,0,3,1,3,1,"Gd",10,"Typ",1,3,641,"Y",192,0,37,0,0,0,0,10,2006,"New","Partial",0,2945,192,0,3.5,0,0,3778,19938,12.9917534274931
20,"RL",7200,"Pave","Reg","Bnk","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,7,1972,1972,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","Av","ALQ",632,"Unf",0,148,780,"GasA","Ex","Y","SBrkr",780,0,0,780,0,0,1,0,2,1,"TA",4,"Typ",0,1,352,"Y",196,0,0,0,0,0,0,1,2008,"WD","Normal",632,780,196,0,1,36,36,1960,9308,11.7352686961137
20,"RL",13072,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","RRAe","Norm","1Fam","1Story",6,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","ALQ",941,"Unf",0,217,1158,"GasA","Ex","Y","SBrkr",1158,0,0,1158,1,0,1,1,3,1,"Gd",5,"Typ",0,2,576,"Y",0,50,0,0,0,0,0,5,2006,"New","Partial",941,1158,50,1,1.5,2,2,2725,16014,11.9703503120091
75,"RM",7200,"Pave","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","2.5Unf",5,7,1920,1996,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","Fa","No","Unf",0,"Unf",0,530,530,"GasA","TA","N","SBrkr",581,530,0,1111,0,0,1,0,3,1,"Fa",6,"Typ",0,1,288,"N",0,0,144,0,0,0,0,3,2007,"WD","Normal",0,1111,0,0,1,87,11,1399,9273,11.5228757958234
120,"RL",6442,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",178,"Gd","TA","PConc","Gd","Gd","Mn","GLQ",24,"Unf",0,1346,1370,"GasA","Ex","Y","SBrkr",1370,0,0,1370,0,0,2,0,2,1,"Gd",6,"Typ",1,2,484,"Y",120,49,0,0,0,0,0,10,2007,"WD","Normal",24,1370,169,0,2,1,1,2047,10013,12.2184951655287
70,"RM",10300,"Pave","IR1","Bnk","AllPub","Inside","Gtl","OldTown","RRAn","Feedr","1Fam","2Story",7,6,1921,1950,"Gable","CompShg","Stucco","Stucco","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,"Unf",0,576,576,"GasA","Gd","Y","SBrkr",902,808,0,1710,0,0,2,0,3,1,"TA",9,"Typ",0,2,480,"Y",12,11,64,0,0,0,0,4,2010,"WD","Normal",0,1710,23,0,2,89,60,2213,13153,11.8493977015914
60,"RL",9375,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,1997,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",573,"TA","TA","PConc","Gd","TA","No","GLQ",739,"Unf",0,318,1057,"GasA","Ex","Y","SBrkr",1057,977,0,2034,1,0,2,1,3,1,"Gd",8,"Typ",0,2,645,"Y",576,36,0,0,0,0,0,2,2009,"WD","Normal",739,2034,612,1,2.5,12,11,4030,14296,12.2991075114974
60,"RL",9591,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NridgHt","Norm","Norm","1Fam","2Story",8,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",344,"Gd","TA","PConc","Ex","TA","Av","Unf",0,"Unf",0,1143,1143,"GasA","Ex","Y","SBrkr",1143,1330,0,2473,0,0,2,1,4,1,"Gd",9,"Typ",1,3,852,"Y",192,151,0,0,0,0,0,10,2007,"WD","Normal",0,2473,343,0,2.5,3,2,3668,14746,12.6666570528594
20,"RL",19900,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","PosA","Norm","1Fam","1Story",7,5,1970,1989,"Gable","CompShg","Plywood","Plywood","BrkFace",287,"TA","TA","CBlock","Gd","TA","Gd","GLQ",912,"Unf",0,1035,1947,"GasA","TA","Y","SBrkr",2207,0,0,2207,1,0,2,0,3,1,"TA",7,"Min1",1,2,576,"Y",301,0,0,0,0,0,0,7,2010,"WD","Normal",912,2207,301,1,2,40,21,3996,25218,12.1007121298723
20,"RL",10665,"Pave","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",167,"Gd","TA","PConc","Gd","TA","Av","GLQ",1013,"Unf",0,440,1453,"GasA","Ex","Y","SBrkr",1479,0,0,1479,1,0,2,0,3,1,"Gd",7,"Typ",0,2,558,"Y",144,29,0,0,0,0,0,6,2007,"WD","Normal",1013,1479,173,1,2,4,4,3223,14495,12.3282902782544
30,"RM",4608,"Pave","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Artery","Norm","1Fam","1Story",4,6,1945,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Unf",0,"Unf",0,747,747,"GasA","TA","Y","SBrkr",747,0,0,747,0,0,1,0,2,1,"TA",4,"Typ",0,1,220,"Y",0,0,0,0,0,0,0,6,2010,"WD","Normal",0,747,0,0,1,65,60,967,6322,11.289781913656
50,"RL",15593,"Pave","Reg","Lvl","AllPub","Corner","Gtl","ClearCr","Norm","Norm","1Fam","1.5Fin",7,4,1953,1953,"Gable","CompShg","BrkFace","AsbShng","None",0,"Gd","TA","CBlock","TA","TA","No","BLQ",603,"Unf",0,701,1304,"GasW","TA","Y","SBrkr",1304,983,0,2287,0,0,2,0,3,1,"TA",7,"Typ",1,2,667,"Y",0,21,114,0,0,0,0,7,2006,"WD","Normal",603,2287,21,0,2,53,53,3578,19986,12.3238556811866
20,"RL",13651,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",7,6,1973,1973,"Gable","CompShg","Plywood","Plywood","BrkFace",1115,"TA","Gd","CBlock","Gd","TA","Gd","ALQ",1880,"Unf",0,343,2223,"GasA","Ex","Y","SBrkr",2223,0,0,2223,1,0,2,0,3,1,"TA",8,"Typ",2,2,516,"Y",300,0,0,0,0,0,0,2,2007,"WD","Normal",1880,2223,300,1,2,34,34,4919,20028,12.4049235042753
20,"RL",7599,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","1Story",4,6,1982,2006,"Gable","CompShg","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",565,"Unf",0,280,845,"GasA","TA","Y","SBrkr",845,0,0,845,1,0,1,0,2,1,"TA",4,"Typ",0,2,360,"Y",0,0,0,0,0,0,0,6,2007,"WD","Normal",565,845,0,1,1,25,1,1770,9649,11.7714361601217
60,"RL",10141,"Pave","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",40,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,832,832,"GasA","Gd","Y","SBrkr",885,833,0,1718,0,0,2,1,3,1,"TA",7,"Typ",1,2,427,"Y",0,94,0,0,291,0,0,12,2009,"WD","Normal",0,1718,94,0,2.5,11,11,2239,13543,12.1281111040605
20,"RL",10200,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1954,2003,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",104,"TA","TA","CBlock","TA","TA","No","ALQ",320,"BLQ",362,404,1086,"GasA","Gd","Y","SBrkr",1086,0,0,1086,1,0,1,0,3,1,"TA",6,"Typ",0,2,490,"Y",0,0,0,0,0,0,0,5,2010,"WD","Normal",682,1086,0,1,1,56,7,2258,12966,11.8837991283088
50,"RM",5790,"Pave","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story",3,6,1915,1950,"Gambrel","CompShg","VinylSd","VinylSd","None",0,"Gd","Gd","CBlock","Fa","TA","No","Unf",0,"Unf",0,840,840,"GasA","Gd","N","SBrkr",840,765,0,1605,0,0,2,0,3,2,"TA",8,"Typ",0,1,379,"Y",0,0,202,0,0,0,0,5,2010,"WD","Normal",0,1605,0,0,2,95,60,1984,8816,11.5843154610569
180,"RM",1596,"Pave","Reg","Lvl","AllPub","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","SLvl",4,5,1973,1973,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","Gd","TA","Gd","GLQ",462,"Unf",0,0,462,"GasA","TA","Y","SBrkr",526,462,0,988,1,0,1,0,2,1,"TA",5,"Typ",0,1,297,"Y",120,101,0,0,0,0,0,11,2009,"WD","Normal",462,988,221,1,1,36,36,1968,3564,11.418614785499
20,"RL",8475,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,7,1956,1956,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",228,"Unf",0,724,952,"GasA","Ex","Y","FuseA",952,0,0,952,0,0,1,0,2,1,"TA",4,"Typ",0,1,283,"Y",0,0,0,0,0,0,0,4,2008,"WD","Normal",228,952,0,0,1,52,52,1463,10662,11.8185702377962
50,"RM",8635,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,5,1948,2001,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",336,"GLQ",41,295,672,"GasA","TA","Y","SBrkr",1072,213,0,1285,1,0,1,0,2,1,"TA",6,"Min1",0,1,240,"Y",0,0,0,0,0,0,0,1,2008,"WD","Normal",377,1285,0,1,1,60,7,1902,10832,11.7519423654407
90,"RL",10778,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","Duplex","1Story",4,5,1968,1968,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1768,1768,"GasA","TA","N","SBrkr",1768,0,0,1768,0,0,2,0,4,2,"TA",8,"Typ",0,0,0,"Y",0,0,0,0,0,0,0,4,2010,"WD","Normal",0,1768,0,0,2,42,42,1768,14314,11.8240798936072
50,"RM",10440,"Pave","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story",5,6,1910,1981,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,440,440,"GasA","Gd","Y","SBrkr",682,548,0,1230,0,0,1,1,2,1,"TA",5,"Typ",0,2,440,"Y",74,0,128,0,0,0,0,5,2009,"WD","Normal",0,1230,74,0,1.5,99,28,1744,12752,11.6082356447746
60,"RL",13000,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","2Story",6,6,1968,1968,"Gable","CompShg","VinylSd","VinylSd","BrkFace",576,"TA","Gd","CBlock","Gd","TA","No","Rec",448,"Unf",0,448,896,"GasA","TA","Y","SBrkr",1182,960,0,2142,0,0,2,1,4,1,"Gd",8,"Typ",1,1,509,"Y",0,72,0,0,252,0,0,6,2009,"WD","Normal",448,2142,72,0,2.5,41,41,3171,17447,12.173032791452
120,"RM",4500,"Pave","Reg","Lvl","AllPub","FR2","Gtl","Mitchel","Norm","Norm","TwnhsE","1Story",6,5,1998,1998,"Hip","CompShg","VinylSd","VinylSd","BrkFace",443,"TA","Gd","PConc","Ex","Gd","No","GLQ",1201,"Unf",0,36,1237,"GasA","Ex","Y","SBrkr",1337,0,0,1337,1,0,2,0,2,1,"TA",5,"Typ",0,2,405,"Y",0,199,0,0,0,0,0,3,2006,"WD","Normal",1201,1337,199,1,2,8,8,3142,8121,11.9414558460094
20,"RL",10206,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",468,"TA","TA","PConc","Gd","TA","No","GLQ",33,"Unf",0,1530,1563,"GasA","Ex","Y","SBrkr",1563,0,0,1563,0,0,2,0,3,1,"Gd",6,"Typ",1,3,758,"Y",144,99,0,0,0,0,0,10,2008,"WD","Normal",33,1563,243,0,2,1,1,2597,14801,12.4090134895269
20,"RL",8892,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1960,1960,"Gable","CompShg","MetalSd","MetalSd","BrkCmn",66,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1065,1065,"GasA","Gd","Y","SBrkr",1065,0,0,1065,0,0,1,1,3,1,"TA",6,"Typ",0,2,461,"Y",74,0,0,0,0,0,0,7,2007,"COD","Normal",0,1065,74,0,1.5,47,47,1600,11623,11.7479975871497
80,"RL",8530,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","SLvl",7,5,1995,1996,"Gable","CompShg","HdBoard","HdBoard","BrkFace",22,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,384,384,"GasA","Gd","Y","SBrkr",804,670,0,1474,0,0,2,1,3,1,"TA",7,"Typ",1,2,400,"Y",120,72,0,0,0,0,700,5,2009,"WD","Normal",0,1474,192,0,2.5,14,13,2066,11002,12.0346910287746
60,"RL",16059,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1991,1992,"Hip","CompShg","HdBoard","HdBoard","BrkFace",284,"Gd","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,1288,1288,"GasA","Ex","Y","SBrkr",1301,1116,0,2417,0,0,2,1,4,1,"Gd",9,"Typ",1,2,462,"Y",127,82,0,0,0,0,0,4,2006,"WD","Normal",0,2417,209,0,2.5,15,14,3088,20719,12.4684369099977
60,"RL",11911,"Pave","IR2","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,684,684,"GasA","Ex","Y","SBrkr",684,876,0,1560,0,0,2,1,3,1,"Gd",6,"Typ",1,2,400,"Y",100,38,0,0,0,0,0,3,2009,"WD","Normal",0,1560,138,0,2.5,4,4,2098,14693,12.0668105781967
160,"FV",3951,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",6,5,2009,2009,"Gable","CompShg","VinylSd","VinylSd","Stone",76,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,612,612,"GasA","Ex","Y","SBrkr",612,612,0,1224,0,0,2,1,2,1,"Gd",4,"Typ",0,2,528,"Y",0,234,0,0,0,0,0,6,2009,"New","Partial",0,1224,234,0,2.5,0,0,1986,6625,12.0106658491876
50,"C (all)",8470,"Pave","IR1","Lvl","AllPub","Corner","Gtl","IDOTRR","Feedr","Feedr","1Fam","1.5Fin",3,2,1915,1982,"Hip","CompShg","Plywood","Plywood","None",0,"Fa","Fa","CBlock","TA","Fa","No","Unf",0,"Unf",0,1013,1013,"GasA","TA","N","SBrkr",1013,0,513,1526,0,0,1,0,2,1,"Fa",6,"Typ",0,0,0,"N",0,0,156,0,0,0,0,10,2009,"ConLD","Abnorml",0,1013,0,0,1,94,27,1526,11165,11.3504065354725
20,"RL",8070,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",4,5,1994,1995,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",588,"Unf",0,402,990,"GasA","Ex","Y","SBrkr",990,0,0,990,1,0,1,0,3,1,"TA",5,"Typ",0,0,0,"Y",0,0,0,0,0,0,0,8,2007,"WD","Normal",588,990,0,1,1,13,12,1578,10050,11.7248058240057
20,"RL",7200,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,5,1950,1950,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","Slab","None","None","None","None",0,"None",0,0,0,"GasA","TA","Y","FuseA",1040,0,0,1040,0,0,1,0,2,1,"TA",4,"Typ",0,2,420,"Y",0,29,0,0,0,0,0,7,2006,"WD","Normal",0,1040,29,0,1,56,56,1489,8689,11.6073261403917
20,"RL",8500,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,3,1961,1961,"Hip","CompShg","HdBoard","HdBoard","BrkCmn",203,"TA","TA","CBlock","TA","TA","No","Rec",600,"Unf",0,635,1235,"GasA","TA","Y","SBrkr",1235,0,0,1235,0,0,1,0,2,1,"TA",6,"Typ",0,2,480,"Y",0,0,0,0,0,0,0,12,2006,"WD","Abnorml",600,1235,0,0,1,45,45,2315,11653,11.4988265405907
30,"RL",13360,"Pave","IR1","HLS","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",5,7,1921,2006,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","BrkTil","Gd","TA","No","ALQ",713,"Unf",0,163,876,"GasA","Ex","Y","SBrkr",964,0,0,964,1,0,1,0,2,1,"TA",5,"Typ",0,2,432,"Y",0,0,44,0,0,0,0,8,2009,"WD","Normal",713,964,0,1,1,88,3,2109,15676,12.0045682693194
190,"C (all)",7200,"Pave","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","2fmCon","2.5Unf",6,6,1910,1998,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","Fa","Mn","Rec",1046,"Unf",0,168,1214,"GasW","Ex","N","SBrkr",1260,1031,0,2291,0,1,2,0,4,2,"TA",9,"Typ",1,2,506,"Y",0,0,0,0,99,0,0,11,2007,"WD","Normal",1046,2291,0,0.5,2,97,9,3843,11310,11.8048485316793
60,"RL",9337,"Pave","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",6,5,1997,1997,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","PConc","Gd","TA","No","GLQ",648,"Unf",0,176,824,"GasA","Ex","Y","SBrkr",905,881,0,1786,1,0,2,1,3,1,"Gd",7,"Typ",0,2,684,"Y",0,162,0,0,0,0,0,5,2007,"WD","Normal",648,1786,162,1,2.5,10,10,3280,12793,12.2295450017153
60,"RL",9765,"Pave","IR2","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,8,1993,1993,"Gable","CompShg","VinylSd","VinylSd","BrkFace",68,"Ex","Gd","PConc","Gd","Gd","No","ALQ",310,"Unf",0,370,680,"GasA","Gd","Y","SBrkr",680,790,0,1470,0,0,2,1,3,1,"TA",6,"Typ",1,2,420,"Y",232,63,0,0,0,0,480,4,2009,"WD","Normal",310,1470,295,0,2.5,16,16,2495,12698,12.1281111040605
20,"RL",10264,"Pave","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","BrkFace",183,"Gd","TA","PConc","Gd","TA","Av","ALQ",1162,"Unf",0,426,1588,"GasA","Ex","Y","SBrkr",1588,0,0,1588,0,0,2,0,3,1,"Gd",6,"Typ",0,2,472,"Y",158,29,0,0,0,0,0,8,2006,"WD","Normal",1162,1588,187,0,2,7,7,3409,14282,12.273731294004
20,"RL",10921,"Pave","Reg","HLS","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",4,5,1965,1965,"Hip","CompShg","HdBoard","HdBoard","BrkFace",48,"TA","TA","CBlock","TA","TA","No","Rec",520,"Unf",0,440,960,"GasA","TA","Y","FuseF",960,0,0,960,1,0,1,0,3,1,"TA",6,"Typ",0,1,432,"P",120,0,0,0,0,0,0,5,2007,"WD","Normal",520,960,120,1,1,42,42,2032,13441,11.4589971229447
30,"RL",10625,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,5,1920,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","ALQ",108,"Unf",0,350,458,"GasA","Fa","N","SBrkr",835,0,0,835,0,0,1,0,2,1,"TA",5,"Typ",0,1,366,"Y",0,0,77,0,0,0,400,5,2010,"COD","Abnorml",108,835,0,0,1,90,60,1309,12361,11.3265958867787
20,"RL",9320,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,5,1959,1959,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",569,"Unf",0,381,950,"GasA","Fa","Y","SBrkr",1225,0,0,1225,1,0,1,1,3,1,"TA",6,"Typ",0,0,0,"Y",352,0,0,0,0,0,400,1,2010,"WD","Normal",569,1225,352,1,1.5,51,51,2146,11847,11.7671800113095
20,"RL",10603,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,7,1977,2001,"Gable","CompShg","Plywood","Plywood","BrkFace",28,"TA","TA","PConc","TA","TA","Mn","ALQ",1200,"Unf",0,410,1610,"GasA","Gd","Y","SBrkr",1610,0,0,1610,1,0,2,0,3,1,"Gd",6,"Typ",2,2,480,"Y",168,68,0,0,0,0,0,2,2010,"WD","Normal",1200,1610,236,1,2,33,9,3526,14567,12.2307652581205
60,"RL",9206,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",6,5,1985,1985,"Gable","CompShg","HdBoard","HdBoard","BrkFace",336,"Gd","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,741,741,"GasA","TA","Y","SBrkr",977,755,0,1732,0,0,2,1,3,1,"Gd",7,"Typ",1,2,476,"Y",192,46,0,0,0,0,0,6,2010,"WD","Normal",0,1732,238,0,2.5,25,25,2446,12729,12.0895388292742
